3,Cereals and bakery products,1.157,341.492,344.393,345.029,349.294,350.772,353.866,353.742,354.195,355.074,356.377,356.563,355.576,355.752,341.025,345.075,347.052,350.440,351.430,353.569,354.110,354.081,354.305,354.368,355.979,354.700,355.265,4.2,0.1,-0.3,0.0,0.5,-0.4,0.2,0.002,0.28,L-Aug. 2023,0.5,0.048,0.54,S-Oct. 2021,3.5
4,Cereals and cereal products,0.360,279.715,281.043,281.996,285.624,285.005,288.714,288.128,288.225,290.191,291.867,289.279,287.999,286.804,280.362,282.915,283.307,286.906,286.650,288.495,288.937,287.326,287.748,288.740,287.734,288.382,287.468,2.5,-0.9,-0.4,-0.4,-0.3,0.2,-0.3,-0.001,0.45,S-Aug. 2023,-0.3,0.009,0.87,S-Sep. 2021,1.4
5,Flour and prepared flour mixes,0.061,311.388,308.154,306.469,318.540,318.911,320.897,316.654,321.222,324.483,326.611,324.170,322.856,321.342,311.358,316.131,318.843,315.949,318.576,318.720,320.341,320.456,321.738,320.981,318.060,318.505,321.314,3.2,-0.7,-0.4,-0.5,-0.9,0.1,0.9,0.001,0.99,L-Dec. 2022,0.9,0.002,2.29,S-Aug. 2021,2.6
5,Breakfast cereal(4),0.143,268.971,270.004,272.978,273.962,270.990,277.523,277.748,277.736,280.706,281.392,278.236,276.814,278.376,268.971,270.004,272.978,273.962,270.990,277.523,277.748,277.736,280.706,281.392,278.236,276.814,278.376,3.5,-1.1,-0.5,0.6,-1.1,-0.5,0.6,0.001,0.86,L-Jun. 2023,1.1,0.005,1.37,S-Sep. 2021,1.2
5,"Rice, pasta, cornmeal",0.155,286.942,290.335,290.126,293.434,294.753,296.413,296.320,294.931,295.502,298.037,295.881,294.714,290.895,289.928,292.379,292.307,295.012,294.714,295.267,296.450,292.823,293.075,295.092,294.476,296.014,293.922,1.4,-0.7,-0.4,-1.3,-0.2,0.5,-0.7,-0.001,0.59,S-May 2023,-1.2,0.002,1.09,S-Oct. 2021,1.0
6,Rice(4)(5)(6),,191.476,193.072,194.108,196.789,195.887,196.903,197.052,196.595,196.659,198.434,197.749,195.222,193.376,191.476,193.072,194.108,196.789,195.887,196.903,197.052,196.595,196.659,198.434,197.749,195.222,193.376,1.0,-0.3,-1.3,-0.9,-0.3,-1.3,-0.9,,0.80,L-Aug. 2023,-0.3,,1.25,S-Oct. 2021,0.7
5,Bakery products(4),0.798,377.255,381.128,381.554,386.184,388.948,391.639,391.801,392.471,392.673,393.736,395.634,394.837,395.858,377.255,381.128,381.554,386.184,388.948,391.639,391.801,392.471,392.673,393.736,395.634,394.837,395.858,4.9,0.5,-0.2,0.3,0.5,-0.2,0.3,0.002,0.37,L-Aug. 2023,0.5,0.038,0.69,S-Dec. 2021,4.8
6,Bread(4)(5),0.224,227.319,231.939,232.457,232.931,235.673,236.502,235.683,236.574,238.159,240.341,238.475,239.147,241.583,227.319,231.939,232.457,232.931,235.673,236.502,235.683,236.574,238.159,240.341,238.475,239.147,241.583,6.3,-0.8,0.3,1.0,-0.8,0.3,1.0,0.002,0.56,L-Feb. 2023,1.2,0.014,1.07,L-Aug. 2023,6.3
7,White bread(4)(6),,412.327,419.420,424.977,424.714,426.359,430.513,431.004,429.988,431.681,435.620,434.697,437.092,441.488,412.327,419.420,424.977,424.714,426.359,430.513,431.004,429.988,431.681,435.620,434.697,437.092,441.488,7.1,-0.2,0.6,1.0,-0.2,0.6,1.0,,0.85,L-Mar. 2023,1.0,,1.29,S-Mar. 2022,5.9
7,Bread other than white(4)(6),,442.158,452.114,448.742,452.281,459.837,458.389,454.842,458.584,462.875,467.205,461.543,461.642,466.758,442.158,452.114,448.742,452.281,459.837,458.389,454.842,458.584,462.875,467.205,461.543,461.642,466.758,5.6,-1.2,0.0,1.1,-1.2,0.0,1.1,,0.78,L-Feb. 2023,1.7,,1.48,L-Jul. 2023,8.0
6,"Fresh biscuits, rolls, muffins(5)",0.117,221.689,226.792,226.085,229.073,231.631,229.399,232.500,229.439,230.041,227.750,233.918,233.345,234.286,221.377,224.816,225.534,228.277,229.858,228.281,233.929,231.420,231.120,229.427,234.687,232.991,233.956,5.7,2.7,-0.2,0.4,2.3,-0.7,0.4,0.000,0.87,L-Aug. 2023,2.3,0.006,1.60,S-Dec. 2021,4.7
6,"Cakes, cupcakes, and cookies(4)",0.206,354.609,359.269,360.381,366.553,369.452,372.111,370.885,371.758,369.396,370.790,373.071,371.514,367.844,354.609,359.269,360.381,366.553,369.452,372.111,370.885,371.758,369.396,370.790,373.071,371.514,367.844,3.7,0.6,-0.4,-1.0,0.6,-0.4,-1.0,-0.002,0.66,S-May 2021,-1.1,0.007,1.33,S-Nov. 2021,3.4
7,Cookies(4)(6),,329.730,334.810,338.132,346.527,349.569,351.309,350.420,348.753,346.468,349.334,349.751,350.275,346.515,329.730,334.810,338.132,346.527,349.569,351.309,350.420,348.753,346.468,349.334,349.751,350.275,346.515,5.1,0.1,0.1,-1.1,0.1,0.1,-1.1,,0.89,S-May 2021,-1.6,,1.61,S-Dec. 2021,2.1
7,Fresh cakes and cupcakes(4)(6),,373.696,379.389,377.705,381.978,384.670,387.899,388.529,392.120,391.861,391.239,395.012,391.189,390.052,373.696,379.389,377.705,381.978,384.670,387.899,388.529,392.120,391.861,391.239,395.012,391.189,390.052,4.4,1.0,-1.0,-0.3,1.0,-1.0,-0.3,,1.29,L-Aug. 2023,1.0,,2.40,L-Aug. 2023,7.5
6,Other bakery products,0.251,339.755,337.544,337.758,343.373,343.552,349.616,349.918,352.132,352.029,352.712,354.428,352.894,354.777,338.334,341.606,342.636,344.120,343.627,350.324,349.929,350.879,350.648,349.781,352.426,350.998,353.293,4.4,0.5,-0.4,0.5,0.8,-0.4,0.7,0.002,0.79,L-Aug. 2023,0.8,0.011,1.36,S-Sep. 2021,3.4
7,"Fresh sweetrolls, coffeecakes, doughnuts(4)(6)",,374.211,373.052,382.723,381.893,379.259,384.323,383.104,382.052,389.697,388.889,391.202,387.375,393.217,374.211,373.052,382.723,381.893,379.259,384.323,383.104,382.052,389.697,388.889,391.202,387.375,393.217,5.1,0.6,-1.0,1.5,0.6,-1.0,1.5,,0.99,L-Jun. 2023,2.0,,2.06,L-Jul. 2023,5.4
7,"Crackers, bread, and cracker products(6)",,401.701,396.591,395.411,405.080,409.724,415.762,417.303,422.102,423.224,423.986,423.704,423.800,425.742,401.200,407.995,403.707,407.993,409.429,414.758,415.785,417.765,422.497,417.129,418.750,420.516,425.211,6.0,-0.1,0.0,0.5,0.4,0.4,1.1,,1.05,L-Jun. 2023,1.1,,1.86,S-Nov. 2021,5.9
7,"Frozen and refrigerated bakery products, pies, tarts, turnovers(6)",,340.474,339.014,335.143,340.372,337.507,346.379,345.150,346.372,344.270,345.787,349.898,344.766,349.687,335.064,339.234,339.234,343.421,338.767,348.323,345.613,346.099,342.885,344.035,350.118,341.593,344.129,2.7,1.2,-1.5,1.4,1.8,-2.4,0.7,,1.31,L-Aug. 2023,1.8,,1.78,S-Sep. 2021,0.3
3,"Meats, poultry, fish, and eggs",1.780,321.271,319.444,320.455,322.737,321.803,318.306,318.996,315.968,315.561,317.445,318.944,320.140,322.536,319.917,320.034,322.507,324.815,324.486,319.910,318.830,315.012,313.684,315.201,317.575,319.078,321.174,0.4,0.5,0.4,0.7,0.8,0.5,0.7,0.012,0.27,L-Aug. 2023,0.8,0.007,0.47,L-Apr. 2023,2.8
4,"Meats, poultry, and fish",1.670,320.499,317.922,316.051,315.855,317.108,316.772,317.942,318.511,319.818,322.360,324.535,325.646,328.213,319.038,318.558,318.265,318.108,320.016,318.511,317.763,317.475,317.783,319.927,323.051,324.495,326.736,2.4,0.7,0.3,0.8,1.0,0.4,0.7,0.012,0.28,L-Aug. 2023,1.0,0.040,0.49,L-Mar. 2023,2.4
5,Meats,1.044,323.412,320.049,318.440,317.902,319.160,320.002,320.985,322.462,323.049,328.094,329.919,332.270,336.508,320.994,321.060,321.541,321.474,323.099,322.104,320.820,321.584,320.466,324.320,327.575,330.615,334.015,4.0,0.6,0.7,1.3,1.0,0.9,1.0,0.011,0.34,L-Aug. 2023,1.0,0.042,0.54,L-Sep. 2022,4.7
6,Beef and veal,0.460,384.408,380.073,379.943,382.271,383.434,385.438,390.559,396.327,400.683,410.400,413.156,414.461,418.533,383.013,382.446,383.395,387.502,389.939,388.578,389.710,393.666,395.409,404.782,409.576,412.071,417.015,8.9,0.7,0.3,1.0,1.2,0.6,1.2,0.005,0.54,L-Aug. 2023,1.2,0.038,0.84,L-May 2022,10.2
7,Uncooked ground beef(4),0.164,333.945,330.935,330.548,329.943,330.661,331.897,333.806,340.629,346.066,351.379,352.959,355.019,360.211,333.945,330.935,330.548,329.943,330.661,331.897,333.806,340.629,346.066,351.379,352.959,355.019,360.211,7.9,0.4,0.6,1.5,0.4,0.6,1.5,0.002,0.67,L-Jul. 2023,1.5,0.012,1.09,L-Jul. 2022,9.7
7,Uncooked beef roasts(5),0.060,303.390,299.541,302.821,306.920,305.775,302.145,307.412,317.137,312.739,326.145,328.301,329.050,332.957,306.781,304.332,308.775,315.026,310.725,303.516,308.037,311.778,302.701,322.376,322.518,323.483,336.677,9.7,0.7,0.2,1.2,0.0,0.3,4.1,0.002,1.57,L-Jul. 2023,6.5,0.006,2.36,L-May 2022,11.0
7,Uncooked beef steaks(5),0.193,256.237,253.151,251.804,254.334,256.768,260.392,264.942,267.699,272.052,278.448,281.016,281.751,283.295,254.071,254.507,255.642,258.974,262.117,263.134,265.223,265.371,266.751,272.890,279.515,279.459,280.899,10.6,0.9,0.3,0.5,2.4,0.0,0.5,0.001,0.83,L-Aug. 2023,2.4,0.019,1.39,L-Aug. 2023,10.7
7,Uncooked other beef and veal(4)(5),0.044,318.013,313.353,315.096,317.996,314.294,313.066,318.567,315.623,316.754,328.162,329.525,328.482,331.187,318.013,313.353,315.096,317.996,314.294,313.066,318.567,315.623,316.754,328.162,329.525,328.482,331.187,4.1,0.4,-0.3,0.8,0.4,-0.3,0.8,0.000,0.91,L-Jul. 2023,3.6,0.002,1.90,L-Aug. 2022,4.9
6,Pork,0.335,272.643,267.130,261.956,262.262,263.954,262.124,260.211,260.347,258.165,260.751,265.410,269.103,273.580,267.902,267.415,266.870,266.919,268.746,265.733,262.471,260.480,255.579,255.528,261.192,265.416,268.822,0.3,1.8,1.4,1.7,2.2,1.6,1.3,0.004,0.56,S-Jul. 2023,0.0,0.001,1.08,L-Feb. 2023,1.5
7,"Bacon, breakfast sausage, and related products(5)",0.144,207.547,202.070,198.950,199.108,196.192,197.236,194.709,193.428,191.581,193.257,196.620,203.045,206.245,203.613,202.506,201.434,200.423,199.368,199.906,195.719,193.939,191.489,190.845,194.427,199.729,202.336,-0.6,1.7,3.3,1.6,1.9,2.7,1.3,0.002,0.80,S-Jul. 2023,-0.3,-0.001,1.30,L-Feb. 2023,-0.3
8,Bacon and related products(6),,390.887,381.051,367.169,363.050,354.096,357.468,354.707,349.822,344.881,347.165,361.261,382.612,391.980,380.880,376.319,369.174,366.873,361.275,364.976,357.118,352.380,346.481,344.161,357.862,375.099,381.946,0.3,4.1,5.9,2.4,4.0,4.8,1.8,,0.98,S-Jul. 2023,-0.7,,1.78,L-Oct. 2022,2.1
8,Breakfast sausage and related products(5)(6),,186.637,181.490,185.061,188.373,188.754,188.884,185.367,185.878,185.751,187.793,185.242,184.066,184.488,184.649,185.896,187.719,188.819,191.519,189.750,186.323,184.940,183.632,184.721,182.805,182.361,182.522,-1.2,-1.4,-0.6,0.2,-1.0,-0.2,0.1,,1.08,L-Jul. 2023,0.6,,1.96,L-Aug. 2023,-1.2
7,Ham,0.068,257.469,249.744,235.809,248.034,257.342,253.624,248.335,257.632,257.682,258.679,260.056,257.954,258.640,248.498,249.526,247.863,255.376,263.908,251.297,256.285,260.505,253.567,255.047,252.897,248.267,249.629,0.5,0.5,-0.8,0.3,-0.8,-1.8,0.5,0.000,1.28,L-Jul. 2023,0.6,0.001,2.56,S-Jun. 2021,-1.4
8,"Ham, excluding canned(6)",,287.685,279.344,262.125,276.587,287.536,282.867,275.974,287.708,287.550,288.923,290.800,287.885,288.813,277.007,278.704,275.885,285.448,296.496,281.361,285.743,290.397,282.630,283.915,282.004,276.780,278.093,0.4,0.6,-1.0,0.3,-0.7,-1.9,0.5,,1.75,L-Jul. 2023,0.5,,2.65,S-Jun. 2021,-1.2
7,Pork chops(4),0.044,238.072,240.781,241.227,232.855,238.206,234.760,236.125,232.533,233.532,233.915,241.150,239.949,248.324,238.072,240.781,241.227,232.855,238.206,234.760,236.125,232.533,233.532,233.915,241.150,239.949,248.324,4.3,3.1,-0.5,3.5,3.1,-0.5,3.5,0.002,1.25,L-Oct. 2021,5.0,0.002,1.97,L-Sep. 2022,5.5
7,"Other pork including roasts, steaks, and ribs(5)",0.078,164.107,160.889,159.128,156.233,157.716,154.858,156.000,154.537,151.262,154.724,158.218,159.883,163.091,162.598,160.871,161.377,157.740,160.552,157.973,157.293,153.382,148.251,151.988,156.565,159.213,161.592,-0.6,2.3,1.1,2.0,3.0,1.7,1.5,0.001,1.18,S-Jun. 2023,-3.3,0.000,2.44,L-Oct. 2022,0.3
6,Other meats,0.249,287.753,289.338,291.034,285.678,286.318,289.421,289.167,286.944,286.621,288.748,285.158,286.707,290.419,287.493,289.343,290.648,285.244,285.391,287.844,286.423,286.981,287.726,289.757,287.292,289.052,290.154,0.9,-1.2,0.5,1.3,-0.9,0.6,0.4,0.001,0.54,S-Aug. 2023,-0.9,0.002,1.03,S-Aug. 2021,-0.5
7,Frankfurters(6),,290.731,292.876,300.950,289.661,294.727,290.868,283.548,276.191,277.847,278.378,276.229,292.088,305.047,288.720,290.439,299.450,289.046,293.741,285.341,277.024,279.258,279.592,287.041,278.033,296.992,302.939,4.9,-0.8,5.7,4.4,-3.1,6.8,2.0,,1.63,S-Aug. 2023,-3.1,,3.05,L-Mar. 2023,5.8
7,Lunchmeats(4)(5)(6),,187.696,188.379,188.057,184.789,185.977,188.327,189.349,188.498,187.379,188.600,186.064,185.739,188.095,187.696,188.379,188.057,184.789,185.977,188.327,189.349,188.498,187.379,188.600,186.064,185.739,188.095,0.2,-1.3,-0.2,1.3,-1.3,-0.2,1.3,,0.57,L-Mar. 2023,1.3,,1.25,S-Aug. 2021,-0.3
6,Poultry(4),0.347,305.016,302.432,300.490,300.213,300.640,299.538,301.343,301.812,304.357,303.121,306.096,307.230,308.281,305.016,302.432,300.490,300.213,300.640,299.538,301.343,301.812,304.357,303.121,306.096,307.230,308.281,1.1,1.0,0.4,0.3,1.0,0.4,0.3,0.001,0.60,S-Jul. 2023,-0.4,0.004,1.28,L-Jun. 2023,1.4
7,Chicken(4)(5),0.275,196.431,194.861,193.655,192.413,192.830,191.668,192.578,193.066,194.307,192.199,194.790,194.990,195.575,196.431,194.861,193.655,192.413,192.830,191.668,192.578,193.066,194.307,192.199,194.790,194.990,195.575,-0.4,1.3,0.1,0.3,1.3,0.1,0.3,0.001,0.71,L-Aug. 2023,1.3,-0.001,1.34,L-Jun. 2023,-0.1
8,Fresh whole chicken(4)(6),,315.747,317.476,316.577,316.322,318.500,315.982,316.063,321.946,325.841,318.999,325.801,322.294,323.007,315.747,317.476,316.577,316.322,318.500,315.982,316.063,321.946,325.841,318.999,325.801,322.294,323.007,2.3,2.1,-1.1,0.2,2.1,-1.1,0.2,,0.98,L-Aug. 2023,2.1,,2.82,L-Aug. 2023,2.5
8,Fresh and frozen chicken parts(4)(6),,297.158,293.287,290.955,288.026,288.255,287.073,288.755,287.435,289.012,287.274,290.164,292.023,292.627,297.158,293.287,290.955,288.026,288.255,287.073,288.755,287.435,289.012,287.274,290.164,292.023,292.627,-1.5,1.0,0.6,0.2,1.0,0.6,0.2,,0.87,S-Jul. 2023,-0.6,,1.75,L-May 2023,-0.7
7,Other uncooked poultry including turkey(5),0.072,197.577,195.503,194.053,198.270,197.958,199.114,201.327,200.862,204.151,208.768,207.911,210.832,211.895,195.431,199.396,199.103,199.276,198.510,200.469,202.885,198.726,201.503,207.785,205.704,207.199,209.594,7.2,-0.4,1.4,0.5,-1.0,0.7,1.2,0.001,1.16,L-Jul. 2023,3.1,0.005,2.65,L-Jul. 2023,9.4
6,Fish and seafood,0.279,358.913,359.506,356.452,357.719,360.246,356.279,357.389,354.525,357.044,355.236,357.852,354.079,352.376,359.247,359.537,358.365,358.138,363.473,359.218,356.876,351.276,354.090,354.449,357.541,353.186,352.704,-1.8,0.7,-1.1,-0.5,0.9,-1.2,-0.1,0.000,0.62,L-Aug. 2023,0.9,-0.005,1.00,S-Mar. 2016,-2.7
7,Fresh fish and seafood(4)(5),0.134,229.389,226.237,223.947,227.546,228.047,226.775,226.747,224.813,225.314,222.893,224.060,221.115,221.113,229.389,226.237,223.947,227.546,228.047,226.775,226.747,224.813,225.314,222.893,224.060,221.115,221.113,-3.6,0.5,-1.3,0.0,0.5,-1.3,0.0,0.000,0.84,L-Aug. 2023,0.5,-0.005,1.48,S-Jul. 2015,-3.6
7,Processed fish and seafood(5),0.145,174.167,177.256,176.042,174.600,176.649,173.791,174.874,173.558,175.600,175.656,177.299,175.860,174.231,174.549,175.781,175.578,174.405,177.735,176.992,175.802,172.331,174.636,175.442,176.867,175.384,174.613,0.0,0.9,-0.8,-0.9,0.8,-0.8,-0.4,-0.001,0.89,L-Aug. 2023,0.8,0.000,1.31,–,–
8,Shelf stable fish and seafood(6),,237.986,242.329,246.832,242.027,249.255,244.048,243.434,242.024,245.837,248.474,253.199,251.736,248.290,239.734,242.409,247.825,242.158,251.386,246.959,242.713,238.704,242.742,246.857,253.777,252.613,250.113,4.3,1.9,-0.6,-1.4,2.8,-0.5,-1.0,,1.31,S-May 2023,-1.7,,1.98,S-Jun. 2023,0.2
8,Frozen fish and seafood(6),,373.735,381.196,374.731,369.462,372.608,367.404,373.244,370.258,373.265,369.139,372.982,372.405,366.808,372.515,375.876,373.322,369.547,374.123,376.979,378.486,370.114,371.967,366.358,371.440,369.714,365.612,-1.9,1.0,-0.2,-1.5,1.4,-0.5,-1.1,,1.04,S-Jul. 2023,-1.5,,1.78,S-Jul. 2023,-1.9
5,Eggs(4),0.110,328.423,336.064,373.379,405.153,378.199,337.068,332.046,286.210,265.399,259.462,252.907,255.116,255.489,328.423,336.064,373.379,405.153,378.199,337.068,332.046,286.210,265.399,259.462,252.907,255.116,255.489,-22.2,-2.5,0.9,0.1,-2.5,0.9,0.1,0.000,0.83,S-Aug. 2023,-2.5,-0.033,2.30,S-Feb. 2017,-23.6
3,Dairy and related products,0.780,269.355,271.307,271.376,272.040,272.271,271.384,271.102,269.573,268.338,269.143,268.281,268.377,268.326,269.378,272.326,272.888,272.861,273.200,272.951,270.950,267.917,267.107,268.343,267.186,267.486,268.348,-0.4,-0.3,0.0,0.0,-0.4,0.1,0.3,0.003,0.32,L-Jul. 2023,0.5,-0.003,0.63,S-Aug. 2021,-0.5
4,Milk(5),0.191,178.172,180.187,180.048,179.482,179.360,176.994,175.860,176.564,175.416,173.791,173.731,174.620,175.364,179.670,181.139,180.998,180.216,180.578,178.704,175.208,174.120,173.570,172.585,172.762,175.105,176.839,-1.6,0.0,0.5,0.4,0.1,1.4,1.0,0.002,0.47,S-Aug. 2023,0.1,-0.003,1.05,L-May 2023,-0.8
5,Fresh whole milk(6),,257.461,260.954,260.325,259.791,258.081,254.998,251.997,252.174,250.639,247.440,247.073,249.533,251.770,259.451,261.291,261.610,260.363,260.480,257.033,251.649,249.149,247.912,246.390,245.936,249.673,253.716,-2.2,-0.1,1.0,0.9,-0.2,1.5,1.6,,0.62,L-May 2022,2.3,,1.33,L-Apr. 2023,-0.1
5,Fresh milk other than whole(5)(6),,183.356,185.278,185.510,184.674,185.242,182.889,182.314,183.101,181.965,180.849,180.836,181.208,181.649,185.158,186.757,186.718,185.810,185.940,184.848,181.324,180.480,179.855,179.140,179.577,182.099,183.434,-0.9,0.0,0.2,0.2,0.2,1.4,0.7,,0.51,S-Aug. 2023,0.2,,1.24,–,–
4,Cheese and related products(4),0.237,271.448,271.488,272.885,272.064,271.117,271.021,271.312,270.145,266.480,267.792,266.238,265.159,266.375,271.448,271.488,272.885,272.064,271.117,271.021,271.312,270.145,266.480,267.792,266.238,265.159,266.375,-1.9,-0.6,-0.4,0.5,-0.6,-0.4,0.5,0.001,0.53,L-Jul. 2023,0.5,-0.005,0.90,L-Aug. 2023,-1.7
4,Ice cream and related products,0.121,268.785,273.776,272.229,275.865,273.870,276.088,274.415,269.037,270.426,272.482,272.839,276.218,273.692,267.850,272.228,270.310,272.277,270.494,273.853,272.000,271.563,274.104,278.350,276.399,276.608,272.740,1.8,0.1,1.2,-0.9,-0.7,0.1,-1.4,-0.002,0.86,S-Nov. 2021,-1.9,0.002,1.67,S-Jan. 2022,1.1
4,Other dairy and related products(5),0.232,186.804,187.879,187.636,189.019,191.083,190.363,191.091,189.602,189.873,191.543,190.555,189.569,188.801,187.392,189.784,190.209,189.910,192.405,190.806,190.368,187.887,188.743,189.102,189.641,188.661,189.396,1.1,-0.5,-0.5,-0.4,0.3,-0.5,0.4,0.001,0.69,L-Jun. 2023,0.5,0.002,1.16,S-Aug. 2021,-0.1
3,Fruits and vegetables,1.466,348.021,349.462,349.134,351.029,351.249,345.814,346.269,350.986,350.724,351.646,350.428,351.020,351.952,347.869,351.677,351.387,349.653,350.336,345.674,343.822,348.332,350.946,352.480,351.762,351.823,351.823,1.1,-0.3,0.2,0.3,-0.2,0.0,0.0,0.000,0.38,–,–,0.017,0.64,L-Aug. 2023,2.1
4,Fresh fruits and vegetables,1.086,395.247,398.482,396.405,398.196,396.163,388.507,390.265,395.219,394.243,394.826,393.720,394.039,394.814,394.688,399.506,397.926,395.160,394.631,387.954,387.371,392.816,396.094,397.256,396.465,395.619,394.260,-0.1,-0.3,0.1,0.2,-0.2,-0.2,-0.3,-0.004,0.46,S-Mar. 2023,-1.7,-0.001,0.78,L-Aug. 2023,0.8
5,Fresh fruits,0.580,404.194,407.519,399.257,406.905,410.242,403.347,407.008,412.308,407.828,407.104,405.319,407.913,411.392,403.793,408.790,404.144,407.276,408.783,401.976,399.898,405.995,410.013,410.511,409.385,409.111,410.985,1.8,-0.4,0.6,0.9,-0.3,-0.1,0.5,0.003,0.65,L-Jun. 2023,1.0,0.011,1.09,L-Jan. 2023,3.0
6,Apples,0.085,360.647,362.838,362.529,372.933,376.556,376.465,380.371,387.719,384.824,395.575,396.512,387.201,346.674,364.924,373.721,374.764,381.888,378.635,376.917,378.505,385.809,377.101,385.964,384.508,380.856,350.785,-3.9,0.2,-2.3,-10.5,-0.4,-0.9,-7.9,-0.007,1.14,S-Sep. 1987,-10.6,-0.003,1.97,S-Aug. 2020,-7.3
6,Bananas(4),0.089,205.588,206.640,205.751,208.819,212.403,209.243,209.660,209.503,208.359,209.612,209.580,208.806,208.615,205.588,206.640,205.751,208.819,212.403,209.243,209.660,209.503,208.359,209.612,209.580,208.806,208.615,1.5,0.0,-0.4,-0.1,0.0,-0.4,-0.1,0.000,0.60,L-Aug. 2023,0.0,0.001,1.38,L-Apr. 2023,2.7
6,Citrus fruits(5),0.172,298.639,295.214,279.410,288.893,292.211,293.528,297.207,299.477,289.919,293.798,293.631,296.557,301.922,295.394,296.689,294.568,302.797,302.108,301.162,292.994,289.769,283.230,287.947,286.578,290.161,298.640,1.1,-0.1,1.0,1.8,-0.5,1.3,2.9,0.005,1.19,L-Feb. 2022,4.7,0.003,2.19,L-Jan. 2023,3.7
7,"Oranges, including tangerines(6)",,601.939,591.803,549.204,569.592,564.609,556.254,559.333,571.166,569.873,582.717,587.039,592.537,603.274,586.452,586.533,579.559,595.558,584.899,588.013,565.685,563.664,556.402,565.377,563.366,570.131,587.751,0.2,0.7,0.9,1.8,-0.4,1.2,3.1,,1.53,L-Mar. 2022,3.3,,2.24,L-Jan. 2023,4.8
